Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Contributing Stations
,"30324, USA",,7/13/2018,88.9,74.8,80,,97.1,0,,11.7,,54.1,80.89,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/14/2018,87.1,74.3,78.1,,94.9,0.4,,8.9,,80.3,85.3,"Rain, Overcast","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/15/2018,89.8,73.4,80,,96.5,0.1,,6.2,,58,78.35,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/16/2018,86.5,73.4,77.7,,96,2,,12.1,31.1,56.8,88.3,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/17/2018,90.1,72.1,80.1,,95.5,0,,9.1,,46.7,78.38,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/18/2018,91.2,73.5,82.1,,95.8,0,,7.9,,19.2,70.99,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/19/2018,88,73.4,79.1,,94.1,0,,10.9,,41.7,78.38,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/20/2018,86.4,73.5,78.4,,90.1,0,,8.1,,71,76.48,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/21/2018,87.7,66.5,77.2,,94.6,1,,10.2,38,46.1,80.01,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/22/2018,86.1,69.9,76.8,,87.6,0.1,,13.4,,28.9,73.1,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/23/2018,84,67.9,74.4,,86.4,0.6,,8,,70.1,80.85,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/24/2018,83.9,70.8,75.4,,87.8,0.2,,5.2,,65.8,84.04,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/25/2018,88,70,78.4,,91.8,0,,13.3,,23.8,74.12,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/26/2018,89.7,68.1,78.4,,89,0,,8.5,,7.1,66.29,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/27/2018,89.8,66.2,78.3,,91.8,0,,9.7,,14.8,69.62,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/28/2018,88.7,70.2,79.3,,87.5,0,,10.9,,12.1,60.42,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/29/2018,89,64.5,76.9,,87.8,0,,6.6,,6.4,63.97,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/30/2018,85.2,70.1,77.2,,91.1,0,,8.2,,44.8,82.18,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/31/2018,83.2,70,73.9,,89.5,1.3,,8.2,,72.9,89.94,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/1/2018,75.8,69.6,71.8,,,1.2,,8.8,,94.9,96.08,"Rain, Overcast","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/2/2018,75.3,70.2,71.7,,,1.1,,6,,98.4,96.38,"Rain, Overcast","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/3/2018,86,70.2,76.4,,89.6,0.2,,8.8,,76.3,81.65,"Rain, Overcast","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/4/2018,85.5,69.7,77.6,,91.3,0,,9.3,,35.5,81.92,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/5/2018,90.5,70.6,79.8,,96.5,0,,8.9,,22.9,78.47,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/6/2018,92.2,73.2,82.5,,99.3,0,,9.1,,8.9,73.97,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/7/2018,90.4,73.3,80.4,,96.7,0.1,,15.1,,20.8,76.28,"Rain, Clear","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/8/2018,90.8,71.2,78.8,,98,0.1,,16.5,,26.2,77.61,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/9/2018,86.9,70.8,75.7,,94.9,1.7,,19.2,41.4,27.3,87.54,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/10/2018,88,70.3,77.7,,92.6,0,,8.9,,58.4,80.83,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/11/2018,86.2,73.3,78.9,,90,0,,11.2,,42.4,77.56,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/12/2018,88.8,70.2,79.2,,94.4,0,,10.4,,14.5,74.05,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/13/2018,87.9,68.8,77.8,,89.4,0,,8.6,,7.3,72.28,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/14/2018,88.8,66.2,77,,89.6,0,,11.1,,9,70.86,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/15/2018,90.9,66,78.3,,91.9,0,,5.7,,11.5,70.23,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/16/2018,89,68.7,79.4,,93.8,0,,9.8,,20.5,74.49,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/17/2018,86.4,72.4,78,,91.8,0,,10.1,,64,81.14,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/18/2018,84.4,73.1,76.1,,90.2,0.8,,10.5,,86.1,88.34,"Rain, Overcast","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/19/2018,83.1,72.2,76.5,,88.3,0,,10.1,,82.7,85.97,Overcast,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/20/2018,84.5,71.9,75.6,,89.8,0.3,,7.8,,69.7,87.32,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/21/2018,84.2,72.1,76.8,,92,0.6,,14.1,,86.1,85.53,"Rain, Overcast","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/22/2018,83.1,68.4,75.7,,85.4,0,,11.9,,41.8,76.94,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/23/2018,84.6,64.7,74.7,,85.3,0,,8.1,,22.6,70.54,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/24/2018,81.7,62.8,72.3,,82.7,0,,9.9,,23.5,66.3,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/25/2018,86.6,64.3,74.5,,88.3,0,,7.3,,32.2,65.42,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/26/2018,87.9,66.2,77.3,,90.1,0,,6,,17.6,70.89,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/27/2018,89.5,69.1,78.9,,92.9,0,,7.9,,11.7,72.23,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/28/2018,89.7,70.1,79.4,,93.6,0,,8,,28.3,75.22,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/29/2018,88.1,71,79.2,,92.3,0,,7.7,,23.3,75.92,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/30/2018,88.6,67.6,78,,91.3,0,,11.4,,19.7,73.36,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,8/31/2018,88.4,71.5,78.1,,91.3,0,,9,,19.7,73.15,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/1/2018,90,70,78.9,,93.8,0,,7.6,,24.5,73.94,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/2/2018,90.6,71.2,79.7,,93.3,0,,9.6,,37.8,71.65,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/3/2018,89,71.7,79.6,,91.3,0,,9.5,,34.2,70.82,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/4/2018,86.4,71.9,78.6,,90.1,0,,8.8,,22.8,75.26,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/5/2018,87.3,72.2,78.8,,90.7,0,,8.3,,32.3,75.65,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/6/2018,86,73.7,78.9,,89.9,0,,7,,36.4,77.42,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/7/2018,90.2,70.1,79.2,,93.3,0,,6.3,,21.3,74.06,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/8/2018,89.1,70.5,79.5,,93.1,0,,7.5,,25.5,74.37,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/9/2018,87.4,70.9,78.5,,92.8,0.4,,10,,18.6,79.22,"Rain, Clear","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/10/2018,85.2,71.1,77.3,,90.1,0,,10.4,,29.5,82.33,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/11/2018,85.3,71.1,77.7,,91.2,0,,5.5,,56.1,83.28,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/12/2018,88.2,73.1,78.6,,93.7,0.1,,6.4,,45.4,81.48,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/13/2018,89.1,73.7,80.2,,94.7,0,,6.4,,49.1,76.98,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/14/2018,94.3,72.3,82.1,,99.5,0,,12.6,,10.5,71.31,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/15/2018,92,71.2,79.9,,95,0,,11.2,,33.7,70.65,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/16/2018,79.4,72.2,75.7,,,0,,13.8,,78.7,80.75,Overcast,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/17/2018,89.2,66.6,77.5,,92.7,0,,8.3,,26.4,75.66,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi)"
,"30324, USA",,9/18/2018,91.5,68.7,79.3,,94,0,,10.6,,8.5,70.06,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/19/2018,92.6,69.5,79.7,,92.5,0,,7,,8.9,66.07,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/20/2018,92.1,68.5,80.1,,93.8,0,,5.7,,16.8,65.18,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/21/2018,88.8,69,78.3,,88.6,0,,7.3,,17.6,65.34,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,9/22/2018,87.8,68.7,77.6,,89.4,0,,6.9,,31.7,70.7,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
